Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
7eQl3Yqv35ioqUfveKHitE,"1wRPtKGflJrBx9BmLsSwlU,5GnnSrwNCGyfAU4zuIytiS",Tum Se Hi,Jab We Met,"Pritam,Mohit Chauhan",21-09-2007,321225,77,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2019-09-18T16:03:30Z,"filmi,indian instrumental,modern bollywood",0.609,0.538,6,-7.842,1,0.0273,0.328,0,0.125,0.608,130.015,4
6aPMWbbdhDhiJHlknZb9Yx,"4YRxDV8wJFPHPTeXepOstw,1SyKki7JI1AZNKwgNMkn25",Bekhayali (Arijit Singh Version) [From Kabir Singh],Bekhayali (Arijit Singh Version) [From Kabir Singh],"Arijit Singh,Sachet-Parampara",03-06-2019,370444,56,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2019-09-18T16:03:47Z,"filmi,modern bollywood,desi pop",0.265,0.58,9,-4.767,0,0.0491,0.491,0,0.243,0.345,172.121,3
6zCQF5tu7HVwU9shhKqiuF,"2kkQthS9OLpK4UqNWYqoVl,4YRxDV8wJFPHPTeXepOstw",Khamoshiyan,Khamoshiyan (Original Motion Picture Soundtrack),"Jeet Gannguli,Arijit Singh",29-12-2014,335709,69,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2019-09-18T16:03:57Z,"filmi,modern bollywood,west bengali pop",0.527,0.521,2,-6.837,0,0.0272,0.631,0,0.158,0.266,143.892,3
0qxTDueomxqHEUPwlD9y4S,"7HCqGPJcQTyGJ2yqntbuyr,3nQ125TJobosBH446Dsvvv,2fMqTqiTxUDlmcOEPaQSsx",Iktara (From Wake Up Sid),Perfect 10: Love Story,"Amit Trivedi,Kavita Seth,Amitabh Bhattacharya",20-01-2012,251773,30,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2020-08-26T13:36:59Z,"filmi,modern bollywood,hindi indie,sufi",0.622,0.516,7,-7.514,1,0.0259,0.429,0.000652,0.466,0.399,80.013,4
4iFPsNzNV7V9KJgcOX7TEO,"2oSONSC9zQ4UonDKnLqksx,1wRPtKGflJrBx9BmLsSwlU",Tu Jaane Na,Ajab Prem Ki Ghazab Kahani (Original Motion Picture Soundtrack),"Atif Aslam,Pritam",06-11-2009,341933,71,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2020-12-22T21:15:41Z,"classic pakistani pop,filmi,modern bollywood,sufi,indian instrumental",0.702,0.86,7,-3.969,1,0.0345,0.361,0.00000133,0.133,0.829,120.042,4
2fkJkUAcDU214ds17s2tE4,"44RHVQwXmrmkfsOnSuURmF,7ryOj0x9PQ23Cnm13lKh6o",Tu Jo Mila,Tu Jo Mila,"Aman Sagar,Cherish Banhotra",19-10-2023,186176,30,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2023-12-14T12:03:40Z,,0.711,0.511,10,-4.64,0,0.029,0.112,0.00145,0.086,0.378,129.973,4
6FjbAnaPRPwiP3sciEYctO,"1wRPtKGflJrBx9BmLsSwlU,4YRxDV8wJFPHPTeXepOstw",Raabta,Agent Vinod,"Pritam,Arijit Singh",24-02-2012,243578,75,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2019-09-18T16:04:45Z,"filmi,indian instrumental,modern bollywood",0.657,0.581,0,-8.108,1,0.0298,0.699,0.0000182,0.116,0.323,118.037,4
4r8JqkhpTb5tzSKKHnVJIJ,"5GnnSrwNCGyfAU4zuIytiS,4xd7mLI7urqrxELaXhAvzw,3wZBspj86lRk2XLf4gfnSE",Tujhe Bhula Diya,Anjaana Anjaani,"Mohit Chauhan,Shekhar Ravjiani,Shruti Pathak",19-08-2010,279429,72,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2020-12-22T21:17:49Z,"filmi,modern bollywood",0.644,0.423,11,-8.702,0,0.0324,0.464,0,0.11,0.509,131.903,4
2MsGTWvf7dcjKbI0WTq6Pz,"3cqeO3muWIW5uSmUDNCmyT,4YRxDV8wJFPHPTeXepOstw",Judaai,Badlapur (Original Motion Picture Soundtrack),"Rekha Bhardwaj,Arijit Singh",09-12-2014,272772,69,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2023-09-19T10:42:44Z,"filmi,modern bollywood",0.299,0.436,3,-7.013,1,0.101,0.738,0.000058,0.112,0.269,76.11,4
3hkC9EHFZNQPXrtl8WPHnX,"3gBKY0y3dFFVRqicLnVZYz,4YRxDV8wJFPHPTeXepOstw",Agar Tum Saath Ho,Tamasha,"Alka Yagnik,Arijit Singh",16-10-2015,341054,76,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2020-01-01T10:08:04Z,"filmi,hare krishna,modern bollywood",0.562,0.519,3,-8.744,1,0.0326,0.557,0.000268,0.172,0.415,122.925,4
1vgVsR5rkXGP4NmUcoroJH,1TbRSunWGZ46mqnapcWxrm,Aye Khuda,Paathshaala,Salim Merchant,15-03-2010,280497,64,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2020-12-27T07:58:51Z,"filmi,modern bollywood",0.656,0.762,9,-6.328,1,0.0315,0.549,0,0.139,0.558,110.002,4
5cgKosPPj5Cs9a2JQufUc1,"1wRPtKGflJrBx9BmLsSwlU,4YRxDV8wJFPHPTeXepOstw",Ilahi,Yeh Jawaani Hai Deewani,"Pritam,Arijit Singh",30-03-2013,228982,71,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2019-09-18T16:07:11Z,"filmi,indian instrumental,modern bollywood",0.593,0.967,9,-5.767,1,0.0907,0.166,0.0000254,0.105,0.452,131.988,4
0rxEPf4Y6uBmV3hkrV340a,"1bTROl5p3rGTpvKeWnGgrw,3OLGltG8UPIea8sA4w0yg0,3GdSQUH1BRtl9UrrtuwJlP",Isq Risk,Mere Brother Ki Dulhan,"Sohail Sen,Rahat Fateh Ali Khan,Irshad Kamil",09-08-2011,295079,66,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2020-12-24T12:05:06Z,"filmi,modern bollywood,classic pakistani pop,qawwali,sufi",0.846,0.634,10,-7.753,0,0.0432,0.122,0,0.146,0.944,104.964,4
3APdIdF8H0jsxSuGOqXedS,281Vp9LDrWkHMHQzfQHWCt,Kabhi Kabhi Aditi,Jaane Tu... Ya Jaane Na,Rashid Ali,21-05-2008,218836,74,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2022-09-29T21:23:29Z,"filmi,modern bollywood",0.791,0.558,7,-7.155,0,0.0661,0.276,0,0.0859,0.872,95.077,4
0RrR3wg4ezBVwm7lyeybir,4YRxDV8wJFPHPTeXepOstw,Suno- Na Sangemarmar,Youngistaan,Arijit Singh,05-03-2014,201675,66,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2023-06-14T15:26:20Z,"filmi,modern bollywood",0.658,0.563,0,-8.91,0,0.0317,0.494,0.0000758,0.378,0.582,119.98,4
0gRNu9dVzi5aC87AI1empZ,"554yyXUEFseU1dwvisHTik,5cB4d4jPYjMT326sjihQ4m",Jab Se Tere Naina,Saawariya (Original Motion Picture Soundtrack),"Monty Sharma,Shaan",14-09-2007,284573,72,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2021-05-15T15:05:10Z,"filmi,modern bollywood",0.599,0.653,0,-7.576,0,0.122,0.362,0,0.144,0.678,79.968,4
3XWBGyt7m2rZAjEj0awWnw,"09UmIX92EUH9hAK4bxvHx6,4YRxDV8wJFPHPTeXepOstw",Sanam Re (From Sanam Re),Love Forever With Arijit Singh,"Mithoon,Arijit Singh",07-06-2017,308714,66,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2019-10-08T10:16:14Z,"filmi,modern bollywood",0.581,0.71,7,-4.961,0,0.0374,0.395,0,0.137,0.755,111.969,4
6ABHr8kYCws5z6gC9Lwith,"6QtJ6BVdj43aDpgjnVp2tY,1yzgJmZf5CxtFfGfRFm4Si",Baarish,Yaariyan,"Mohammed Irfan,Gajendra Verma",09-12-2013,374938,70,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2019-09-18T16:28:00Z,"filmi,modern bollywood,desi pop",0.443,0.447,7,-7.895,0,0.0356,0.768,0,0.2,0.215,127.395,4
5PUXKVVVQ74C3gl5vKy9Li,"74OaRjmyh0XyRZsQQQ5l7c,4YRxDV8wJFPHPTeXepOstw,3NHwwyb1coYa5cLyI72xSk",Heeriye (feat. Arijit Singh),Heeriye (feat. Arijit Singh),"Jasleen Royal,Arijit Singh,Harrykahanhai",25-07-2023,194857,84,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2023-08-18T15:56:41Z,"desi pop,filmi,indian singer-songwriter,modern bollywood,mollywood",0.728,0.494,6,-9.628,0,0.0256,0.516,0.00384,0.0759,0.558,105.007,4
46hzNOUOAlivuCZZ0wE3zi,"4gzrZDyL5gYiROkv27pYKx,1mBydYMVBECdDmMfE2sEUO,6WixbETKEXH0xBf0OB9kRB,38IHJBGBuaYXHEkIQd4DtF,2fMqTqiTxUDlmcOEPaQSsx",Tere Vaaste (From Zara Hatke Zara Bachke),Tere Vaaste (From Zara Hatke Zara Bachke),"Varun Jain,Sachin-Jigar,Shadab Faridi,Altamash Faridi,Amitabh Bhattacharya",22-05-2023,189136,76,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2023-06-14T10:07:43Z,"desi pop,modern bollywood,filmi,gujarati pop",0.762,0.717,7,-8.316,0,0.0372,0.315,0.0000187,0.0914,0.958,109.996,4
2znIV62IxtbY9gSEPdIAho,4YRxDV8wJFPHPTeXepOstw,Sawan Aaya Hai,Creature 3D,Arijit Singh,16-08-2014,288176,62,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2023-06-15T10:08:20Z,"filmi,modern bollywood",0.365,0.67,10,-7.51,0,0.221,0.26,0.00000143,0.14,0.367,78.776,4
0GQngE2rOYvlKwEQjTAsP8,"1wRPtKGflJrBx9BmLsSwlU,49ZShkNeIwApYfMlvIUKTX,19LIHDDSHBD5NyYHI3gpzB",Subhanallah,Yeh Jawaani Hai Deewani,"Pritam,Sreeram,Shilpa Rao",30-03-2013,249707,74,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2020-08-27T13:55:34Z,"filmi,indian instrumental,modern bollywood",0.302,0.493,9,-5.038,1,0.0451,0.455,0,0.134,0.457,88.904,4
6h09y5UH6sDRERJALlaJPi,2oSONSC9zQ4UonDKnLqksx,Jeena Jeena (From Badlapur),Jeena Jeena (From Badlapur),Atif Aslam,15-01-2015,228968,78,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2020-01-06T14:31:02Z,"classic pakistani pop,filmi,modern bollywood,sufi",0.676,0.319,5,-9.201,1,0.0279,0.783,0,0.117,0.565,105.002,4
6871FKHumiy1Wfr6vF7Xxt,"1wRPtKGflJrBx9BmLsSwlU,4YRxDV8wJFPHPTeXepOstw",Hawayein (From Jab Harry Met Sejal),Hawayein (From Jab Harry Met Sejal),"Pritam,Arijit Singh",26-07-2017,289999,67,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2020-08-19T03:09:08Z,"filmi,indian instrumental,modern bollywood",0.606,0.601,2,-5.576,1,0.0283,0.796,0.000511,0.127,0.453,125.961,4
7fW9J3EpVWVN1ouv0slAs0,4fEkbug6kZzzJ8eYX6Kbbp,Kya Mujhe Pyar Hai (From Woh Lamhe),Evergreen Hits Of K.K.,KK,01-06-2022,266653,70,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2022-09-29T21:23:47Z,"filmi,modern bollywood",0.644,0.818,6,-5.924,0,0.0549,0.431,0.0000262,0.0806,0.789,118.477,4
6wXPV6dNRAhFavrRaCdMXT,"1mYsTxnqsietFxj1OgoGbG,4rD8zSLMVjpdgJyW14Lokh,0yRC5n90spXG0d3aiDQ0vB",Challa,Jab Tak Hai Jaan,"A.R. Rahman,Rabbi,Gulzar",09-10-2012,320417,67,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2020-07-04T17:28:44Z,"filmi,classic bollywood,modern bollywood",0.776,0.795,0,-5.454,1,0.0485,0.121,0,0.138,0.569,117.989,4
1Y8jKq7CYLEW6PWp11jWZC,4YRxDV8wJFPHPTeXepOstw,Kalank (Title Track),Kalank - Title Track (Kalank),Arijit Singh,30-03-2019,311186,65,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2019-09-18T16:12:32Z,"filmi,modern bollywood",0.57,0.55,10,-8.343,1,0.035,0.524,0.0000373,0.0921,0.435,117.999,4
6P10EoBs8D9L7kjwgNkwFN,4IKVDbCSBTxBeAsMKjAuTs,Dil Mein Ho Tum,Why Cheat India,Armaan Malik,12-01-2019,326765,48,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2019-09-18T16:13:21Z,"filmi,modern bollywood",0.608,0.653,8,-7.573,0,0.0427,0.507,0.000243,0.107,0.423,86.933,4
1UWacd8x8tPPwmrPB1MoBI,"1wRPtKGflJrBx9BmLsSwlU,4YRxDV8wJFPHPTeXepOstw",Ae Dil Hai Mushkil Title Track (From Ae Dil Hai Mushkil),Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],"Pritam,Arijit Singh",26-10-2016,269032,76,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2019-10-06T06:22:16Z,"filmi,indian instrumental,modern bollywood",0.495,0.654,3,-6.639,0,0.0679,0.713,0,0.165,0.35,123.896,4
0edt0Ar7ewLkMqy0jUtSWm,"1wRPtKGflJrBx9BmLsSwlU,2LgKrgRJcbJlt14i1LTzDU,19LIHDDSHBD5NyYHI3gpzB",Bulleya (From Ae Dil Hai Mushkil),Bulleya (From Ae Dil Hai Mushkil),"Pritam,Amit Mishra,Shilpa Rao",26-10-2016,348965,53,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2019-10-06T06:22:52Z,"filmi,indian instrumental,modern bollywood",0.552,0.769,2,-4.504,0,0.0465,0.497,0,0.112,0.702,86.957,4
5O932cZmzOZGOGZz9RHx20,"1wRPtKGflJrBx9BmLsSwlU,4YRxDV8wJFPHPTeXepOstw",Khairiyat,Chhichhore,"Pritam,Arijit Singh",31-08-2019,280281,76,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2019-11-20T08:34:33Z,"filmi,indian instrumental,modern bollywood",0.534,0.481,0,-9.016,0,0.0412,0.697,0,0.142,0.293,124.914,4
6TFESXMfJJWwccviaxGAMa,"3TOhzLRYnkkul71yRBxIoM,7zfceKY7I04Tc0J2o7043h",Humsafar,Badrinath Ki Dulhania,"Akhil Sachdeva,Mansheel Gujral",14-02-2017,268463,69,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2019-09-19T16:18:41Z,"desi pop,filmi,modern bollywood",0.319,0.552,7,-6.401,1,0.0307,0.719,0,0.144,0.221,93.991,4
3GrCQPpKqKzOcKfMAoqn82,"4f7KfxeHq9BiylGmyXepGt,4YRxDV8wJFPHPTeXepOstw,1sVmXkzX2ukc6QvasrDBES",Bolna (From Kapoor & Sons (Since 1921)),Bolna (From Kapoor & Sons (Since 1921)),"Tanishk Bagchi,Arijit Singh,Asees Kaur",04-03-2016,212832,70,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2019-10-07T02:00:23Z,"desi pop,filmi,modern bollywood",0.488,0.403,5,-7.005,1,0.0272,0.598,0.00000428,0.434,0.497,131.489,3
5hhsS7RcsT09Gx1l1ocPqy,"6vYL9RV6m4NECOJzbGRbbV,0E02VcvA5p1ndkLdqWD5JB",Galliyan (Unplugged) [From Ek Villain],Best Of Shraddha Kapoor,"Shraddha Kapoor,Ankit Tiwari",03-03-2017,254750,43,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2022-09-29T21:24:03Z,"modern bollywood,filmi",0.378,0.393,6,-7.495,1,0.0275,0.899,0,0.102,0.373,169.936,4
606dT4oMKQc9uDUv7ADy97,"3oinJWo0iD7MVnojA8R8WP,4YRxDV8wJFPHPTeXepOstw",Duaa,Shanghai,"Nandini Srikar,Arijit Singh",04-05-2012,260138,62,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2020-07-04T17:11:58Z,"modern bollywood,filmi",0.554,0.578,5,-7.718,0,0.0379,0.536,0.0000553,0.11,0.55,137.921,4
4brSaQIT3bnnE41D042fgL,0E02VcvA5p1ndkLdqWD5JB,Tu Hai Ki Nahi,Roy,Ankit Tiwari,09-01-2015,333922,72,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2022-09-29T21:23:56Z,"filmi,modern bollywood",0.535,0.754,10,-4.77,0,0.0562,0.458,0.0000016,0.302,0.435,143.862,4
16BGhwv8wYXkv2mMJF7ryv,0LyfQWJT6nXafLPZqxe9Of,,,,0,0,0,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2019-09-18T16:14:29Z,,0.465,0.769,0,-3.209,1,0.0325,0.581,0,0.108,0.473,87.961,4
3hp6JfJIxkv3sl7E6p7DQj,0LyfQWJT6nXafLPZqxe9Of,,,,0,0,0,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2019-09-18T16:15:25Z,,0.449,0.421,4,-8.92,1,0.0272,0.387,0.000108,0.11,0.203,163.747,3
7h0ZANufYJyf2v8oPX5zdA,"7uIbLdzzSEqnX0Pkrb56cR,5f4QpKfy7ptCHwTqspnSJI",Manali Trance,The Shaukeens,"Yo Yo Honey Singh,Neha Kakkar",07-08-2018,203206,23,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2019-10-06T06:20:39Z,"filmi,hindi hip hop,modern bollywood",0.614,0.842,6,-4.109,1,0.0745,0.00814,0.0000133,0.212,0.915,156.051,4
3kN1OPVSLEK0vBFEOaLZsA,4YRxDV8wJFPHPTeXepOstw,Naina,Dangal,Arijit Singh,14-12-2016,225750,34,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2019-10-06T06:24:06Z,"filmi,modern bollywood",0.501,0.445,6,-8.432,1,0.0337,0.772,0,0.117,0.388,80.086,4
1sL8hnnZaB2Xzm1J66y4Tt,"5fvTHKKzW44A9867nPDocM,03SZmfKAgYRQKUwy0EoJUa",O Saiyyan,Agneepath (Original Motion Picture Soundtrack),"Ajay-Atul,Roop Kumar Rathod",16-12-2011,278493,56,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2022-09-29T21:25:23Z,"filmi,modern bollywood,sufi",0.315,0.461,6,-8.907,1,0.0327,0.608,0,0.107,0.274,165.657,3
7KKRPM4fUsfCkJnd1zPhHf,4oVMLzAqW6qhRpZWt8fNw4,Ya Rabba (From Salaam-E-Ishq),Best Of Kailash Kher,Kailash Kher,06-07-2017,418880,57,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2022-09-29T21:25:53Z,"filmi,indian folk,modern bollywood,sufi",0.648,0.414,2,-10.933,1,0.0314,0.26,0.0000172,0.0748,0.583,143.971,4
7AILi7PCizdNrnOcbAkDmo,"4IKVDbCSBTxBeAsMKjAuTs,76fuWYgIf3TVIopTs3vaJ6",Main Hoon Hero Tera (Sad Version),Main Hoon Hero Tera (Sad Version),"Armaan Malik,Amaal Mallik",14-09-2015,152229,40,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2020-01-06T14:18:29Z,"filmi,modern bollywood,desi pop",0.215,0.147,10,-14.797,1,0.0379,0.864,0,0.094,0.145,85.12,4
3oWxFNsXstcancCR1wODR4,"3TOhzLRYnkkul71yRBxIoM,0T1CMVkqffHlqEk4BcAph1",Tera Ban Jaunga,Kabir Singh,"Akhil Sachdeva,Tulsi Kumar",14-06-2019,236436,74,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2020-01-06T14:18:53Z,"desi pop,filmi,modern bollywood",0.605,0.53,11,-6.346,1,0.0246,0.821,0,0.131,0.397,93.95,4
1gEHNfJRSXpDVaEicwRRfe,7HCqGPJcQTyGJ2yqntbuyr,Zinda,Lootera,Amit Trivedi,29-05-2013,241962,59,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2020-01-11T03:51:37Z,"filmi,modern bollywood",0.493,0.418,9,-9.693,1,0.0261,0.436,0.102,0.104,0.22,89.982,4
4tMwHkxBwnGkts9mxFpwQy,"2kfi47LWmlXzQ3p3kWonfQ,5HcunTidTUrOaf8V0iJcvl",Medley: Kehna Galat Galat / Halka Halka Suroor,Medley: Kehna Galat Galat / Halka Halka Suroor,"Madhur Sharma,Nusrat Fateh Ali Khan",01-12-2021,490434,57,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2022-04-02T09:59:53Z,"desi pop,classic pakistani pop,filmi,indian fusion,pakistani folk,qawwali,sufi,world",0.731,0.506,8,-8.579,1,0.037,0.484,0,0.0944,0.703,114.986,4
2o4xleLpqueckpCnHbVFvU,09UmIX92EUH9hAK4bxvHx6,Ke Bin Tere,Aggar: Passion Betrayal Terror,Mithoon,30-07-2007,413024,35,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2020-08-19T02:06:52Z,"filmi,modern bollywood",0.398,0.606,2,-8.321,0,0.0426,0.649,0.00000123,0.261,0.343,103.387,4
36rdBb7kFXXYlrkIDT2A00,"1wRPtKGflJrBx9BmLsSwlU,69EjD8i1YtmeJRBou0I21r,3OLGltG8UPIea8sA4w0yg0",Tera Deedar Hua (From Jannat 2),Best of Me Pritam,"Pritam,Anupam Amod,Rahat Fateh Ali Khan",01-02-2013,347573,32,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2021-02-27T15:36:25Z,"filmi,indian instrumental,modern bollywood,classic pakistani pop,qawwali,sufi",0.58,0.846,2,-3.464,1,0.0523,0.592,0,0.113,0.774,89.952,4
2iNqdCchlUZEgjJbQyZf8T,"4oVMLzAqW6qhRpZWt8fNw4,3PgeUFj9oHU4K4RGaITz2f,79sho4jpEGoCCC51KHnNSJ",Teri Deewani,Kailasa,"Kailash Kher,Paresh Kamath,Naresh Kamath",24-02-2006,323520,71,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2021-04-06T20:25:55Z,"filmi,indian folk,modern bollywood,sufi",0.447,0.6,4,-3.718,0,0.0332,0.324,0,0.0962,0.434,80.044,3
3A4quJEQQLmFJFAYkYFtd9,1dVygo6tRFXC8CSWURQJq2,Jaane Nahin Denge Tujhe,3 Idiots,Sonu Nigam,09-11-2009,210396,56,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2020-01-11T03:58:01Z,"filmi,modern bollywood",0.316,0.566,1,-5.83,1,0.0803,0.542,0,0.101,0.515,78.647,4
2EM2vuV1jMHPQZ9SUJSB39,0LyfQWJT6nXafLPZqxe9Of,,,,0,0,0,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2020-02-01T07:26:40Z,,0.678,0.612,5,-5.891,0,0.0254,0.176,0.00000643,0.458,0.388,129.967,4
5PvwPy5eRO8BPwpRzCHK3D,0E02VcvA5p1ndkLdqWD5JB,Sunn Raha Hai,Aashiqui 2,Ankit Tiwari,06-04-2013,390222,73,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2020-02-21T09:48:41Z,"filmi,modern bollywood",0.394,0.641,0,-6.493,0,0.0312,0.276,0,0.0958,0.335,81.932,4
0rk2X5TAhraBC5aCIXK2Rq,"2gXOOKY8mmJG6iwHrTq9gp,0FJz7XR37hH69traaHLijA,4YRxDV8wJFPHPTeXepOstw,0oOet2f43PA68X5RxKobEy",Samjhawan,Samjhawan,"Jawad Ahmad,Shaarib Toshi,Arijit Singh,Shreya Ghoshal",19-06-2014,269184,71,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2020-02-21T12:42:49Z,"classic pakistani pop,modern bollywood,pakistani pop,filmi",0.651,0.482,4,-8.666,1,0.0281,0.293,0,0.0811,0.517,106.993,4
5G7pZ8G8NFvS1MQ9H4L7dC,"2zvJLk0gTH7r7A5Q6X5Bq8,4YRxDV8wJFPHPTeXepOstw,0oOet2f43PA68X5RxKobEy,52XgeWw24o4klNdfwvB0Vx,5DNHuR9u8DFVasxQZgREO5",Pal,Pal,"Javed-Mohsin,Arijit Singh,Shreya Ghoshal,Kunaal Vermaa,Prashant Ingole",14-09-2018,247286,76,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2020-02-21T12:50:50Z,"desi pop,modern bollywood,filmi",0.51,0.502,7,-7.016,0,0.0325,0.71,0,0.0708,0.321,133.885,4
32765xcLM1fd6wQIpkN9A0,"5ugsiK49gIkIVh8U93EO0z,52XgeWw24o4klNdfwvB0Vx",Hasi - Male Version,Hamari Adhuri Kahani (Original Motion Picture Soundtrack),"Ami Mishra,Kunaal Vermaa",21-05-2015,272668,76,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2020-02-21T12:55:02Z,"modern bollywood,desi pop",0.296,0.581,6,-5.945,0,0.0338,0.433,0,0.0577,0.231,147.935,4
73y649QhnXdcm6fRdvfraO,"5fvTHKKzW44A9867nPDocM,1dVygo6tRFXC8CSWURQJq2",Abhi Mujh Mein Kahin,Agneepath (Original Motion Picture Soundtrack),"Ajay-Atul,Sonu Nigam",16-12-2011,364786,69,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2020-02-21T13:04:53Z,"filmi,modern bollywood",0.334,0.387,2,-9.483,1,0.0332,0.755,0.0000394,0.113,0.42,129.959,1
7y2LdSannuZhlHK3eTOyly,"4oVMLzAqW6qhRpZWt8fNw4,5isfxZ3RSdBlSLn3cSFhnI",Mere Nishaan (From Oh My God),Best Of Kailash Kher,"Kailash Kher,Meet Bros Anjjan",06-07-2017,300719,57,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2023-09-19T06:58:41Z,"filmi,indian folk,modern bollywood,sufi",0.586,0.524,1,-8.576,1,0.0436,0.74,0.00000298,0.136,0.529,98.077,4
31TxQlV1owDhlyFiJvMfuW,"6ohaQzKaXrobAL8paLSaxq,0oOet2f43PA68X5RxKobEy",Khwahishein,Heroine (Original Motion Picture Soundtrack),"Salim?Sulaiman,Shreya Ghoshal",24-06-2012,237026,38,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2020-03-20T15:06:41Z,"filmi,indian folk,modern bollywood",0.466,0.478,11,-6.221,0,0.0312,0.609,0,0.0837,0.107,145.112,3
1aHS6fpEmaGp0U5r4fQNu0,"1mYsTxnqsietFxj1OgoGbG,4W91bbPB2CTSsHwt7eqNl7,42lH1BZdeeLF5LW02tpKgB,1Ju3SIITQWtyT3SOnONE40",Tum Tak (From Raanjhanaa),Piya Milenge,"A.R. Rahman,Javed Ali,KIRTI SAGATHIA,Pooja AV",31-05-2013,304466,48,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2020-03-25T17:37:55Z,"filmi,desi pop,modern bollywood,kollywood",0.72,0.621,2,-9.773,1,0.0491,0.676,0,0.0679,0.566,114.987,4
2LcXJP95e4HKydTZ2mYfrx,"6ohaQzKaXrobAL8paLSaxq,03SZmfKAgYRQKUwy0EoJUa,5kPOMQZvgkAEnRZqwn9SYQ",Tujh Mein Rab Dikhta Hai,Rab Ne Bana Di Jodi,"Salim?Sulaiman,Roop Kumar Rathod,Jaideep Sahni",06-11-2008,281573,73,spotify:user:7mq9oy7pfjv07t9yjj4gj2qy9,2020-07-01T18:28:48Z,"filmi,indian folk,modern bollywood,sufi",0.56,0.604,8,-8.732,1,0.0866,0.315,0.00000112,0.176,0.75,84.784,4
