Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
13icuIP2UpyglYWzDqszuw,"4fEkbug6kZzzJ8eYX6Kbbp,2DwWEmeVaWxwkjbnyPlNZT",Bas Ek Pal,Bas Ek Pal (Original Motion Picture Soundtrack),"KK,Dominique Cerejo",15-09-2006,336005,46,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-06-05T13:26:44Z,"filmi,modern bollywood",0.616,0.87,7,-4.84,0,0.0456,0.254,0.00472,0.383,0.649,118.979,4
3Frn3MJRQFvjCIbTbBUZCS,0LyfQWJT6nXafLPZqxe9Of,,,,0,0,0,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-06-07T22:34:26Z,,0.459,0.187,2,-15.631,1,0.0353,0.879,0.00488,0.126,0.379,111.829,4
5z5fzo9PyIehwSyRqT4ogl,3cKNppGLfcxdt9CtoHEZmQ,Jhoom,Jhoom - Ali Zafar,Ali Zafar,2011,389213,76,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-06-09T08:09:12Z,"classic pakistani pop,desi pop,filmi,modern bollywood,pakistani pop,sufi",0.734,0.529,0,-10.198,1,0.0346,0.392,0,0.11,0.58,128.022,4
0vCZ5WKIXb6IGgDBgdawdw,0LyfQWJT6nXafLPZqxe9Of,,Main Tera Chill,,23-12-2021,0,0,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-06-10T09:16:35Z,,0.471,0.327,8,-18.382,1,0.0395,0.74,0.332,0.103,0.354,108.728,4
1sQQGjgT8FmHPVeMWnnk8V,"4mBxoO0pAcMbAwuTcrcLMc,4K6blSRoklNdpw4mzLxwfn",Chot Dil Pe Lagi,Ishq Vishk (Original Motion Picture Soundtrack),"Alisha Chinai,Kumar Sanu",09-05-2003,333840,46,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-06-11T14:44:27Z,"filmi,modern bollywood",0.649,0.761,6,-6.822,0,0.0385,0.415,0,0.118,0.635,106.963,4
7koGXfczIS6i7TD3fAMmSb,3gBKY0y3dFFVRqicLnVZYz,Aisa Kyun Hota Hai,Ishq Vishk (Original Motion Picture Soundtrack),Alka Yagnik,09-05-2003,294000,46,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-06-11T15:21:19Z,"filmi,hare krishna,modern bollywood",0.613,0.61,2,-7.819,1,0.0806,0.616,0.00439,0.0689,0.524,78.023,4
28mAe2Wx8Xu9Ta5TBr8gbM,"4mBxoO0pAcMbAwuTcrcLMc,1dVygo6tRFXC8CSWURQJq2",Ishq Vishq (Theme Music),Ishq Vishk (Original Motion Picture Soundtrack),"Alisha Chinai,Sonu Nigam",09-05-2003,89386,28,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-06-11T15:27:25Z,"filmi,modern bollywood",0.663,0.948,6,-5.596,1,0.0833,0.199,0.00000325,0.416,0.963,131.964,4
7rHCjJkEpYVIxPc56PoL7H,"3gBKY0y3dFFVRqicLnVZYz,4K6blSRoklNdpw4mzLxwfn",Aankhon Ne Tumhari,Ishq Vishk (Original Motion Picture Soundtrack),"Alka Yagnik,Kumar Sanu",09-05-2003,336000,42,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-06-11T15:33:40Z,"filmi,hare krishna,modern bollywood",0.551,0.636,4,-6.836,0,0.0391,0.208,0.0000233,0.169,0.53,77.917,4
5746usQZjyyGI6UMhWAC3V,"3gBKY0y3dFFVRqicLnVZYz,4K6blSRoklNdpw4mzLxwfn",Ishq Vishq Pyaar Vyaar,Ishq Vishk (Original Motion Picture Soundtrack),"Alka Yagnik,Kumar Sanu",09-05-2003,296000,36,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-06-11T15:39:17Z,"filmi,hare krishna,modern bollywood",0.499,0.655,5,-7.059,1,0.053,0.335,0.00000461,0.331,0.429,83.716,4
3UIPvWCcwthECWnWcyMQdc,"4K6blSRoklNdpw4mzLxwfn,3gBKY0y3dFFVRqicLnVZYz",Mera Dil Bhi Kitna Pagal Hai,Saajan (Original Motion Picture Soundtrack),"Kumar Sanu,Alka Yagnik",20-06-1993,324893,61,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-06-11T15:44:55Z,"filmi,modern bollywood,hare krishna",0.474,0.498,8,-10.146,1,0.0302,0.725,0,0.0852,0.759,100.93,4
5yDdLJdrEyxvfFEaLqwGuu,3XNlYiqOXtnBD2VszjFiAt,Tere Naam (Lofi),Tere Naam (Lofi),Muzicm,28-01-2022,207612,54,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-06-12T10:36:05Z,,0.548,0.268,11,-17.622,1,0.0334,0.968,0.257,0.113,0.405,77.972,4
7mrcK4NLAgo8KdieejcTGt,0LyfQWJT6nXafLPZqxe9Of,,Ye Dil Deewana,,16-06-2021,0,0,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-06-13T16:41:28Z,,0.845,0.639,0,-6.82,1,0.0372,0.512,0.00000258,0.0909,0.64,101.993,4
0P0NMZ4YaffB1cDn14NtHL,4yQt5PrhDdyVfZbJZvIUvd,Dekha Tenu Pehli Pehli Baar Lofi,Dekha Tenu Pehli Pehli Baar Lofi,Rixsic,17-02-2022,123000,32,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-06-13T16:49:22Z,indian lo-fi,0.406,0.699,9,-6.541,1,0.34,0.198,0.0000227,0.202,0.658,159.524,4
7By7GhhfdHLf3iRPsQ02Sc,"1wRPtKGflJrBx9BmLsSwlU,5SuRAj1A9FEHj5NxS86YAm",Jane Kyon (Sufi Version),Always Kabhi Kabhi,"Pritam,Shafqat Amanat Ali",18-05-2011,246015,21,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-06-17T08:49:28Z,"filmi,indian instrumental,modern bollywood,classic pakistani pop,sufi",0.592,0.685,2,-4.504,1,0.0343,0.329,0.0000374,0.177,0.313,80.018,4
45Nc8hS8Eggt8YNhBO64Jm,"1wRPtKGflJrBx9BmLsSwlU,7FaGCZiP3s6X7jQTB8EhfI",Jane Kyon (Soul Version),Always Kabhi Kabhi,"Pritam,Naresh Iyer",18-05-2011,266171,14,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-06-17T08:53:18Z,"filmi,indian instrumental,modern bollywood",0.609,0.641,2,-4.392,1,0.0321,0.631,0,0.117,0.272,80.015,4
1eFH9kh7L63Zb8FDqjbwZJ,"1mBydYMVBECdDmMfE2sEUO,1Xoow41U5fn5DwlMlYt7Gw",Char Baj Gaye - Party Abhi Baaki Hai,F.A.L.T.U (Original Motion Picture Soundtrack),"Sachin-Jigar,Hard Kaur",08-06-2011,213880,58,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-06-17T08:58:21Z,"filmi,gujarati pop,modern bollywood,desi hip hop",0.95,0.694,10,-7.089,0,0.0516,0.0317,0.00000193,0.137,0.961,119.972,4
1EFKizholUErxGhpCpYVS6,"1mBydYMVBECdDmMfE2sEUO,2oSONSC9zQ4UonDKnLqksx",Le Jaa Tu Mujhe,F.A.L.T.U (Original Motion Picture Soundtrack),"Sachin-Jigar,Atif Aslam",08-06-2011,332000,39,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-06-17T08:58:26Z,"filmi,gujarati pop,modern bollywood,classic pakistani pop,sufi",0.422,0.676,4,-4.98,0,0.0374,0.111,0,0.398,0.322,163.909,4
0DXfJ2iKRDEG7rPgssWFea,"4hGFNXuWut4b2sfJCJJNEo,3nQ125TJobosBH446Dsvvv",Rangisari (From Jugjugg Jeeyo),Rangisari (From Jugjugg Jeeyo),"Kanishk Seth,Kavita Seth",06-06-2022,223271,74,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-06-17T17:11:19Z,"desi pop,hindi indie,indian indie,modern bollywood,filmi,sufi",0.524,0.758,10,-9.28,1,0.0538,0.27,0.13,0.106,0.319,140.012,4
7C2hyN0hWnAidYAS6EPA2b,"4YRxDV8wJFPHPTeXepOstw,5wJ1H6ud777odtZl5gG507,2DFCHTDIA0t638a4mm37dK",Sun Bhi Le,Sun Bhi Le (From Ittu Si Baat),"Arijit Singh,Vishal Mishra,Raj Shekhar",06-06-2022,262731,35,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-06-17T17:21:25Z,"filmi,modern bollywood,desi pop",0.523,0.465,0,-9.624,1,0.0369,0.616,0,0.0973,0.352,89.921,4
42KgTQNXNF0UMRKm7n74lI,"6RF8hEdlUKoLPQOHmBbHiM,3ZxZ03fj3tXBZHZWzvaLSM",Iss Baarish Mein,Iss Baarish Mein,"Yasser Desai,Neeti Mohan",14-06-2022,240862,37,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-06-17T17:29:22Z,"desi pop,filmi,modern bollywood",0.6,0.61,2,-7.702,0,0.0872,0.641,0,0.0532,0.731,173.941,4
7GX4s65YNmIi3rnlZanTlX,"1tqysapcCh1lWEAc9dIFpa,5wJ1H6ud777odtZl5gG507,2DFCHTDIA0t638a4mm37dK",Darbadar,Darbadar (From Ittu Si Baat),"Jubin Nautiyal,Vishal Mishra,Raj Shekhar",13-06-2022,200972,43,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-06-17T17:36:21Z,"filmi,hare krishna,modern bollywood,desi pop",0.667,0.473,9,-10.316,0,0.0305,0.849,0.000626,0.0845,0.322,105.905,4
4cltuh2RNH0LyZY9I8Vi08,"1wRPtKGflJrBx9BmLsSwlU,0T1CMVkqffHlqEk4BcAph1,4fEkbug6kZzzJ8eYX6Kbbp",Humko Pyar Hua,Ready,"Pritam,Tulsi Kumar,KK",25-04-2011,327300,58,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-06-17T19:52:24Z,"filmi,indian instrumental,modern bollywood",0.574,0.816,2,-5.712,1,0.0767,0.39,0,0.399,0.478,90.018,4
1HzNbxPRn9onoxxeZByHYJ,"0FJz7XR37hH69traaHLijA,4YRxDV8wJFPHPTeXepOstw",Saanson Ko (From Zid),Saanson Ko (From Zid),"Shaarib Toshi,Arijit Singh",15-11-2014,288355,64,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-06-18T14:15:36Z,"filmi,modern bollywood",0.636,0.745,2,-5.4,0,0.0378,0.155,0.00000254,0.132,0.719,139.986,4
0PxMHdQ6bSz9q0eJj3kJzb,"2kkQthS9OLpK4UqNWYqoVl,4YRxDV8wJFPHPTeXepOstw",Baatein Ye Kabhi Na - Male,Khamoshiyan (Original Motion Picture Soundtrack),"Jeet Gannguli,Arijit Singh",29-12-2014,289012,62,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-06-18T14:26:01Z,"filmi,modern bollywood,west bengali pop",0.558,0.506,1,-6.761,0,0.0236,0.704,0.00000305,0.0896,0.358,90.001,4
2EPOgSRhA90xWGVtNZwEv8,"5HgB3r11CTMckYeopesztP,4YRxDV8wJFPHPTeXepOstw",Tu Har Lamha,Khamoshiyan (Original Motion Picture Soundtrack),"Bobby-Imran,Arijit Singh",29-12-2014,272869,67,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-06-18T14:39:42Z,"modern bollywood,filmi",0.311,0.538,2,-4.551,0,0.0263,0.573,0,0.113,0.165,137.177,4
4YxsJyL48q7NZiiCj0uib0,"74OaRjmyh0XyRZsQQQ5l7c,0RN2n6EdV90CQmfhfxqv0f,3YdyN1kW3803p2ovKeuPel",Ni Jana,Ni Jana,"Jasleen Royal,TM Bax,Radhika Madan",06-12-2021,205714,42,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-06-21T08:47:22Z,"desi pop,filmi,indian singer-songwriter,modern bollywood,afghan pop,persian pop",0.758,0.483,8,-5.549,0,0.0712,0.563,0.00000228,0.139,0.502,104.893,4
5kl6FcnZv8jQDgNSWNyfpN,0LyfQWJT6nXafLPZqxe9Of,,,,0,0,0,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-06-24T08:31:20Z,,0.485,0.456,9,-6.544,1,0.0309,0.898,0.0000258,0.0835,0.424,90.352,4
5O932cZmzOZGOGZz9RHx20,"1wRPtKGflJrBx9BmLsSwlU,4YRxDV8wJFPHPTeXepOstw",Khairiyat,Chhichhore,"Pritam,Arijit Singh",31-08-2019,280281,75,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-06-24T08:36:11Z,"filmi,indian instrumental,modern bollywood",0.534,0.481,0,-9.016,0,0.0412,0.697,0,0.142,0.293,124.914,4
0072MKNpMeJNx8aRfTNfQW,0LyfQWJT6nXafLPZqxe9Of,,,,0,0,0,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-06-24T20:53:42Z,,0.604,0.665,2,-4.244,1,0.049,0.607,0.0000133,0.0832,0.702,93.963,4
291U0WoWgheq8g2MDm3lgN,"2UwDJeoMqYers5Jmm75zm2,6QtJ6BVdj43aDpgjnVp2tY,6KS89X1vj94h6nObBaSCAt",Kashmakash,Kashmakash,"Antara Mitra,Mohammed Irfan,Swastika-Sagnik",23-06-2022,249795,24,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-06-27T18:13:31Z,"modern bollywood,filmi",0.338,0.548,4,-8.045,1,0.032,0.333,0.0079,0.106,0.223,146.93,4
3Zcm4BpzyL3J56B1BnFQcX,6QtJ6BVdj43aDpgjnVp2tY,Chukar Mere Man Ko - The Unwind Mix,Chukar Mere Man Ko (The Unwind Mix) - Single,Mohammed Irfan,25-06-2019,222000,50,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-06-27T18:14:15Z,"filmi,modern bollywood",0.745,0.338,5,-12.347,1,0.0308,0.808,0.00023,0.102,0.402,120.059,4
2TG6sCbEBCGhCrVJYi6bm2,"4IKVDbCSBTxBeAsMKjAuTs,3ZxZ03fj3tXBZHZWzvaLSM,5r2baeTwcCJnuIsDIlxUJo",Tumhe Apna Banane Ka,Hate Story 3,"Armaan Malik,Neeti Mohan,Rashmi Virag",04-11-2015,310077,53,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-06-28T18:54:58Z,"filmi,modern bollywood,desi pop",0.503,0.604,9,-7.127,0,0.0342,0.876,0.0838,0.0433,0.308,87.048,4
3h6Xvd0lISog6GxTk4X6MK,4YRxDV8wJFPHPTeXepOstw,Uska Hi Banana (From 1920 Evil Returns),Arijit Singh Broken Strings,Arijit Singh,24-04-2019,327029,66,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-06-28T19:23:50Z,"filmi,modern bollywood",0.563,0.689,0,-4.294,0,0.0262,0.294,0,0.288,0.321,101.94,4
1bP5SCXAmMEJbRkXbyDzKM,4bqw6obYjqiF8cyh6vuz9O,Heartless LoFi Mashup,Heartless LoFi Mashup,DJariium,23-12-2021,312610,76,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-06-29T20:11:25Z,punjabi lo-fi,0.348,0.428,1,-11.128,1,0.0363,0.762,0.101,0.0844,0.11,172.198,4
3HnUYDDzkzQtvPMMUD14GR,4D7bTD8ATpymbHHOQ36344,Yeh Tune Kya Kiya,Yeh Tune Kya Kiya,Sanish Nair,13-08-2021,195862,2,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-06-29T20:19:02Z,indian lo-fi,0.485,0.468,5,-11.186,1,0.0441,0.699,0,0.127,0.492,173.984,4
3OZLwCFeWOCFHTlIIrwzmO,"1wRPtKGflJrBx9BmLsSwlU,2oSONSC9zQ4UonDKnLqksx",Darasal,Raabta,"Pritam,Atif Aslam",03-06-2017,274354,66,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-06-29T21:52:54Z,"filmi,indian instrumental,modern bollywood,classic pakistani pop,sufi",0.705,0.422,0,-7.375,1,0.0299,0.793,0,0.0895,0.484,117.949,4
554Jv8PaaIVAwOOpoJ4YCm,"0y59o4v8uw5crbN9M3JiL1,1sVmXkzX2ukc6QvasrDBES,1tqysapcCh1lWEAc9dIFpa,4f7KfxeHq9BiylGmyXepGt",Akh Lad Jaave (From Loveyatri),Akh Lad Jaave (From Loveyatri),"Badshah,Asees Kaur,Jubin Nautiyal,Tanishk Bagchi",23-08-2018,180175,59,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-06-30T14:56:20Z,"desi hip hop,desi trap,filmi,modern bollywood,desi pop,hare krishna",0.867,0.705,10,-3.893,0,0.0522,0.00452,0,0.0868,0.285,94.985,4
1C5e7ZRscn79tjMEc3swc7,"1zrFFDzoE9XXyjEqqgDpMm,7KeHqlOZHTwKhGAT8qrQ8L,2yIbh3ljfJvWJw5VPj2n6t,7oa1NaHIJ7PtRzPbObT37j",Kangna,Unda Da Influence,"Dr Zeus,Master Rakesh,Shortie,Deepti",01-01-2003,210680,62,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-06-30T15:34:58Z,"bhangra,desi hip hop,punjabi hip hop,punjabi pop,classic punjabi pop",0.756,0.858,1,-4.05,0,0.0585,0.035,0.000254,0.061,0.764,101.984,4
22HJ4YE3pSe2a5udrDRIWz,"1SJOL9HJ08YOn92lFcYf8a,4na0qp0OdQpQSChmpDM1L5,1KIKn2xA1mgC7uJTcS1hEU,1Xoow41U5fn5DwlMlYt7Gw",Move Your Body,Johnny Gaddaar,"Shankar Mahadevan,Ehsaan Noorani,Loy Mendonsa,Hard Kaur",26-09-2009,210879,50,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-06-30T15:36:45Z,"filmi,modern bollywood,desi hip hop",0.812,0.876,10,-6.447,1,0.136,0.0201,0.000057,0.338,0.863,86.662,5
0fKFpBKDcDOSYmbUfjfGrR,"3KDhyMTFZlrfAO0zK18z4t,00sCATpEvwH48ays7PlQFU",04:00 AM,4AM,"Mickey Singh,Jonita Gandhi",24-09-2021,198046,38,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-07-04T20:20:22Z,"desi pop,punjabi pop,filmi,modern bollywood",0.723,0.683,3,-5.686,0,0.0849,0.308,0,0.149,0.836,127.989,4
4AoQVhME8Ko6LNm4lV2wwQ,"0sSxphmGskGCKlwB9xa6WU,4reUTWYBJ5qo98SW1sXMGv,2MMPzBpMeCZVPRnV5mddc3",Hookah Bar,Khiladi 786,"Himesh Reshammiya,Vineet Singh,Aaman Trikha",30-10-2012,254351,73,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-07-04T20:52:56Z,"filmi,modern bollywood,desi pop",0.73,0.656,11,-5.07,1,0.0294,0.00797,0.00271,0.108,0.743,131.04,4
2eTkxblLeqdTSsb2ivafDX,"0E02VcvA5p1ndkLdqWD5JB,4cAERazLlAzVGA10ORWaUP",Galliyan Returns (From Ek Villain Returns),Galliyan Returns (From Ek Villain Returns),"Ankit Tiwari,Manoj Muntashir",04-07-2022,350011,65,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-07-05T16:19:39Z,"filmi,modern bollywood,desi pop",0.43,0.612,10,-5.534,0,0.0392,0.432,0.00000229,0.0955,0.241,85.959,4
1dZuiEX0EjvQai3N7BlUmT,"1dVygo6tRFXC8CSWURQJq2,7J1dPh3Yjs0aIhQHbBfNQP,1SJOL9HJ08YOn92lFcYf8a",Yeh Dil Deewana,Pardes (Original Motion Picture Soundtrack),"Sonu Nigam,Hema Sardesai,Shankar Mahadevan",08-08-1997,426400,63,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-07-07T15:04:44Z,"filmi,modern bollywood",0.776,0.5,0,-12.22,1,0.0418,0.201,0.00189,0.0538,0.232,109.981,4
78HEXs4YB5SE9JgTHOUdDw,1SJOL9HJ08YOn92lFcYf8a,Der Lagi Lekin,Zindagi Na Milegi Dobara,Shankar Mahadevan,06-06-2011,355915,54,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-07-09T08:57:54Z,filmi,0.637,0.675,2,-7.817,1,0.0296,0.0483,0.00261,0.125,0.21,110.946,4
043SPVu75TXbs94ZfM9dfn,"7EiUTtmmkwGtbgR6gZaZzW,3qpyErDI4i90q5EGgSRmNK,52XgeWw24o4klNdfwvB0Vx",Dil (From Ek Villain Returns),Dil (From Ek Villain Returns),"Kaushik-Guddu,Raghav Chaitanya,Kunaal Vermaa",08-07-2022,309149,71,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-07-09T21:11:56Z,"desi pop,indian indie,indian singer-songwriter,modern bollywood",0.573,0.515,1,-7.227,0,0.0345,0.826,0,0.103,0.306,119.95,4
0CVfovmUv7BnemOyTtOcbL,"09UmIX92EUH9hAK4bxvHx6,4YRxDV8wJFPHPTeXepOstw",Sanam Re,Sanam Re,"Mithoon,Arijit Singh",04-01-2016,308714,69,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-07-09T21:34:02Z,"filmi,modern bollywood",0.581,0.71,7,-4.961,0,0.0374,0.395,0,0.137,0.755,111.969,4
48ZZ4P71WmMID03EmZGe23,"7o7doCwqft91WC690aglWC,2JSYASbWU5Y0fVpts3Eq7g",Tujhse Naraz Nahi Zindagi,Tujhse Naraz Nahi Zindagi - Sanam,"Sanam,R. D. Burman",31-10-2014,237695,60,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-07-09T21:47:38Z,"desi pop,chutney,classic bollywood,filmi",0.69,0.266,8,-9.693,1,0.0263,0.929,0.00953,0.112,0.453,102.025,4
3fwyItGexa88kR8j76dIqv,29ggvWc5EMcSk5RLQ5aXHr,Aziyat 2.0 - Reprise Version,Aziyat 2.0 (Reprise Version),Pratsofficial,16-01-2021,194285,68,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-07-09T22:45:44Z,"desi pop,himachali pop",0.445,0.28,10,-12.668,1,0.0275,0.819,0.0000129,0.111,0.299,104.743,4
30IOhjcKbULQUt66nYkUvW,"4W91bbPB2CTSsHwt7eqNl7,00YLzAeCXriW04BIc31rPP,1wRPtKGflJrBx9BmLsSwlU",Aa Jao Meri Tamanna,Ajab Prem Ki Ghazab Kahani (Original Motion Picture Soundtrack),"Javed Ali,Jojo Nathaniel,Pritam",06-11-2009,245687,61,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-07-09T22:47:32Z,"desi pop,filmi,modern bollywood,indian instrumental",0.486,0.881,2,-3.795,0,0.0558,0.0386,0,0.0678,0.637,89.219,4
5NChQ2tXB9q9D8kdkLTWOL,"1mYsTxnqsietFxj1OgoGbG,71Rv7hyuI5904jgrtT4IN9,4HQeSXwG2BVH0KvxHE5oCf",Hosanna,Ekk Deewana Tha (Original Motion Picture Soundtrack),"A.R. Rahman,Leon D'souza,Suzanne D'Mello",04-01-2012,331400,60,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-07-09T22:50:52Z,"filmi,modern bollywood",0.571,0.802,7,-7.201,1,0.0391,0.28,0.0000643,0.0497,0.596,85.97,4
5QtQFSdyZEl0w4iDxAyv76,0LyfQWJT6nXafLPZqxe9Of,,,,0,0,0,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-07-09T22:57:41Z,,0.648,0.711,4,-6.216,1,0.0304,0.436,0,0.121,0.33,119.935,4
7MpBCqNHuNc2dgSckXizRo,2oSONSC9zQ4UonDKnLqksx,Kuch Is Tarah,Doorie,Atif Aslam,22-12-2006,313825,60,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-07-09T23:15:24Z,"classic pakistani pop,filmi,modern bollywood,sufi",0.647,0.495,5,-7.189,1,0.0232,0.84,0.00000934,0.115,0.333,96.996,4
4yR2z3JafnCo86THA6ISZ4,2oSONSC9zQ4UonDKnLqksx,Aadat,Kalyug,Atif Aslam,09-12-2005,333740,69,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-07-10T11:34:38Z,"classic pakistani pop,filmi,modern bollywood,sufi",0.63,0.746,0,-6.551,0,0.0398,0.175,0.000836,0.271,0.34,102.954,4
2qPNdVlqZl1cYqsNc3MXnA,0LyfQWJT6nXafLPZqxe9Of,,,,0,0,0,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-07-10T11:57:14Z,,0.832,0.657,7,-7.755,1,0.209,0.0433,0.0000293,0.0752,0.756,104.005,4
420E2n9BEBXL8J7uYAWXtR,"7ISb9PCOxy0mfKcwsZY5wM,1gFEvcgoCtwF6USROCIs8d,09fbzAqn6OUh1MR2TbQkt6,7sHZEksfZX6M6bvqp1XLRz",Hunter,Gangs Of Wasseypur,"Vedesh Sookoo,Rajneesh,Shyamoo,Munna",23-05-2012,257009,43,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-07-11T08:09:27Z,,0.908,0.656,7,-6.577,1,0.0778,0.18,0,0.222,0.948,115.009,4
6dWQ9E5mFjQZA7ujh3wd2Z,1bLQBuSop3ekE5Qustj5nP,Ari Ari (Part 1),Introducing…,Bombay Rockers,31-05-2005,93760,37,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-07-11T22:17:10Z,bhangra,0.758,0.918,7,-2.487,1,0.108,0.00085,0.000154,0.0619,0.721,98.071,4
0mtqO3R0H6iKpPeqWlrNYD,2vqIWqdgT8Hgo1hVv69ilv,Bure Bure and Boro Boro,Bluff Master,Robert Uhlmarash,16-12-2005,186933,48,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-07-11T22:20:25Z,,0.688,0.87,10,-7.154,0,0.0414,0.345,0.000412,0.204,0.882,94.987,4
2JDsi7S0UmtGoyVPTda0ao,"3tHD07u1ON4uHxmnT9rwqZ,4HQeSXwG2BVH0KvxHE5oCf,1wRPtKGflJrBx9BmLsSwlU",Prem Ki Naiyya,Ajab Prem Ki Ghazab Kahani (Original Motion Picture Soundtrack),"Neeraj Shridhar,Suzanne D'Mello,Pritam",06-11-2009,251129,67,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-07-11T22:25:23Z,"filmi,modern bollywood,indian instrumental",0.786,0.853,1,-4.968,1,0.094,0.19,0.000185,0.0748,0.916,132.038,4
7cMYs2LIf8YNqegnr0svwh,"6f5kUMXGROFtdAtxXZwing,4BTpn8TkJe0FnqlpTY1ZJ2",Tujhe Aksa Beach Ghuma Doon,God Tussi Great Ho,"Wajid,Amrita Kak",18-07-2008,249068,52,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-07-12T18:27:07Z,"filmi,modern bollywood",0.792,0.782,7,-8.373,1,0.169,0.0058,0,0.867,0.696,96.973,4
0IudGhdeJZwJ0Ps6ndtQDt,"6Mv8GjQa7LKUGCAqa9qqdb,70B80Lwx2sxti0M1Ng9e8K,0Yb0T3wUUNiIvHjqnfkbuH,3GBSge8pq7mpezUQl0GAOA",Falak Tak,Tashan,"Vishal-Shekhar,Udit Narayan,Mahalakshmi Iyer,Kausar Munir",27-03-2008,356179,70,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-07-12T20:05:57Z,"filmi,modern bollywood,chutney,odia pop",0.718,0.697,2,-6.474,0,0.135,0.634,0.0000153,0.0563,0.62,143.907,4
5KZfM2W4L74di6cYgKoUE5,0NErdIJtuKBjtxKmlqaWdj,Jee Karda,Badlapur (Original Motion Picture Soundtrack),Divya Kumar,09-12-2014,240999,54,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-07-12T20:55:40Z,"filmi,indian folk,modern bollywood",0.547,0.709,11,-7.87,0,0.0374,0.159,0,0.109,0.401,140.062,4
62RXe5I6L7n32fUMd8Puvo,0oOet2f43PA68X5RxKobEy,Yeh Aaina,Kabir Singh,Shreya Ghoshal,14-06-2019,311367,60,spotify:user:yiyorb91zmfq0up3gua1hxznj,2022-07-14T11:30:31Z,"filmi,modern bollywood",0.552,0.428,2,-9.433,1,0.0346,0.607,0.00125,0.115,0.197,131.745,3
